CODELOG;POIDS_SONDAGE;NUM_UP;CODEEGION;QPV;DVISIT1;DVISIT2;REG;Libelle.region;DEP;Libelle.departement;PCTL;PCPP;PCPS;PCNE;PCEL;PCOL;PCAS;PCJA;IAC;IAC1;IAC2;MA1ANO;MA1AMOIS;MA1AYEAR;MATER01;MATER02;MATER03;MATER04;MATER05;MATER06;MATER07;MATER1;ACTP1;ACTP2;ACTP3;QPX1;QPX2;QPX3;QOD1;QOD2;QOD3;QBR1;QBR2;QBR3;QBR4;QBR5;QBR6;REAB;REAB1;REAB2;REAB3;TRAV;TRAV101;TRAV102;TRAV103;TRAV104;TRAV105;TRAV106;TRAV107;TRAV108;TRAV109;TRAV110;TRAV111;TRAV112;TRAV2;KCC0;KCC1;KCC1a;KCC201;KCC202;KCC203;KCC204;KCC205;KCC206;KCC207;KCC208;KCC209;KCC210;KCC2a;KCCM11;KCCM12;KCCM13;KCCM14;KCCM15;KCCM16;KCCM17;KCCM18;KCCM19;KCCM2;CHEM1;CHEM2;KCL1;KCL1b;KCUI;KCUIa;KECS;KEIC;KEIC1;CEM01;CEM02;CEM03;CEM04;CHAUSS;FUMEUR1;FUMEUR2;ANI1;ANI211;ANI212;ANI213;ANI214;ANI215;ANI22;QATRA1;QOM31;QOM32;QOM33;QOM34;QOM35;HGTM;HGLP;MENAG;KID15;STRMEN;REV1;FC10B;LSTU2;SOMSEJNO;SOMSEJADUADO;SOMSEJENFANT;SOMCHBNO;SOMCHBADUADO;SOMCHBENFANT;CHAUF;CHEM;CHAPP;AFUM;AVAP;CUI1;CUI4;CUI5;PRESS;MBLS1;MBLS2;MBLS3;MBLS4;MBLS4a;XPB10;XPB11;XPB111;XPB112;XPB113;XPB114;XPB115;XPB11b;XPB12;XPB131;XPB132;XPB133;XPB134;XPB135;XPB136;XPB137;XPB138;XPB139;XPB13a;LSTU;LSTUC;LNPL1;LNPL2;LNPL3;LNPL4;LNPL5;LNPL6;LNPL7;LNPL8;LNPL9;LNPL0;HCU1;HCU3;HSRF;HPLB;HPLB1;HPLB2;HPLH;HPLH1;DCA1;DCA2;DGAR0;DGAR1;DGG3;KODSJ;FNSJ11;FNSJ12;FNSJ13;FNSJ14;FNSJ15;FNSJ16;FNSJ1a;KODCH;FNCH11;FNCH12;FNCH13;FNCH14;FNCH15;FNCH16;FNCH1a;SURFCHB;HAUTCHB;SURFSEJ;HAUTSEJ;Q1;Q2;Q21NOW;Q21AVANT;Q3;Q4NETTOI;Q4AERE;Q4CUI;Q4LOISIR;Q4TRAV;Q4MOB;Q5CHAUF;Q5NETTOI;Q5DESINF;Q5DESO;Q5INSEC;Q5TABAC
LOG022;46293,40783;9;11;0;2021-avril;2021-avril;11;Île-de-France;75;Paris;2;1;2;5;5;1;1;2;1;NA;NA;2;12;1999;NA;NA;NA;NA;NA;NA;1;;1;6;Matériel informatique;3;NA;;3;NA;;1;1;;3;NA;;3;1;2;4;1;2;2;2;2;2;2;2;2;2;1;2;2;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;2;NA;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;1;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;1;0;1;1;0;0;0;Sans Objet;1;3;37;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;1;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;34;250;3;3;Sans Objet;Sans Objet;3;1;3;3;1;3;3;3;3;1;4;4;4
LOG023;13120,94011;17;11;0;2021-mars;2021-mars;11;Île-de-France;75;Paris;2;4;2;6;5;2;1;1;2;NA;NA;2;3;2014;1;2;2;2;2;2;2;;1;1;;1;1;;2;1;;1;1;;1;1;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;;3;3;2;1;2;NA;2;NA;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;2;1;0;0;0;Sans Objet;2;1;78;1;Sans Objet;Sans Objet;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;2;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;20;190;30;200;3;1;4;1;3;3;3;3;3;3;3;3;3;3;4;3;4
LOG024;2269,429448;20;11;1;2021-mars;2021-mars;11;Île-de-France;75;Paris;1;8;2;1;0;2;2;1;1;NA;NA;2;7;1980;2;1;2;2;2;2;2;;2;NA;;1;3;;1;1;;1;1;;2;1;;2;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;1;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;1;3;3;NA;1;NA;2;NA;;1;3;1;4;1;3;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;2;2;0;0;0;Sans Objet;2;3;195;5;Sans Objet;Sans Objet;5;Sans Objet;1;1;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;16;245;35;360;3;1;4;2;3;3;3;1;3;3;3;4;1;3;4;3;4
LOG025;8149,625566;11;11;0;2021-avril;2021-avril;11;Île-de-France;75;Paris;2;2;2;6;2;2;1;2;2;NA;NA;2;9;2016;2;2;2;2;1;2;2;;1;6;Psychologue;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;2;NA;;1;3;1;1;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;2;0;2;1;2;2;2;0;0;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;1;0;1;0;0;0;0;Sans Objet;2;1;50;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;275;35;275;3;1;2;1;3;3;1;3;3;3;3;3;3;3;3;4;4
LOG026;7703,70054;20;11;1;2021-décembre;2021-décembre;11;Île-de-France;75;Paris;2;5;3;5;1;1;1;2;10;1;2002;2;10;2021;2;2;1;2;2;2;2;;2;NA;;1;1;;3;NA;;3;NA;;3;NA;;5;NA;NA;NA;1;2;1;2;2;1;2;2;1;2;2;2;2;;1;9;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;8;;1;2;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;3;0;3;4;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;1;1;2;0;1;1;0;0;2;entrée et autre;1;1;70;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10,8;250,1;30;237,6;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;4;4;4;4;4
LOG027;70390,32688;15;11;0;2021-janvier;2021-février;11;Île-de-France;75;Paris;2;1;3;11;6;2;1;1;5;NA;NA;2;5;1967;2;2;1;2;2;2;2;;2;NA;;1;1;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;2;2;2;NA;2;NA;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;1;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;1;0;1;0;0;0;0;Sans Objet;2;1;29;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;2;2;1;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;7;250;15;250;3;3;Sans Objet;Sans Objet;3;3;1;1;3;3;3;3;3;3;4;4;4
LOG028;5060,450179;9;11;0;2023-janvier;2023-janvier;11;Île-de-France;75;Paris;2;6;5;6;4;1;1;2;2;NA;NA;2;1;2015;2;2;2;2;1;2;2;;1;6;Agence de communication;3;NA;;3;NA;;2;5;;2;5;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;6;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;3;0;3;1;2;2;2;1;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;2;3;1;2;1;0;0;2;"entree;couloir";1;1;109;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;1;2;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;282;21,5;282;3;1;3;2;1;4;1;1;4;4;4;5;1;1;5;5;5
LOG029;8322,487556;3;11;0;2021-janvier;2021-février;11;Île-de-France;75;Paris;2;3;3;6;5;1;1;1;2;NA;NA;2;12;2012;2;2;2;2;1;2;2;;1;6;Tabac et parfumerie;2;1;;2;1;;2;1;;2;1;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;2;NA;;1;3;1;5;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;3;1;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;0;1;1;0;0;0;Sans Objet;1;1;59;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;1;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;250;25;250;3;3;Sans Objet;Sans Objet;3;3;1;1;3;3;3;3;3;1;3;3;4
LOG030;9415,31298;11;11;0;2021-avril;2021-mai;11;Île-de-France;75;Paris;2;1;2;6;4;2;2;2;2;NA;NA;2;10;2015;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;2;1;;4;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;2;NA;;1;3;1;2;2;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;2;0;2;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;0;1;1;0;1;0;0;0;0;Sans Objet;2;1;45;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;1;1;2;CUS1;2;2;1;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;24;250;24;250;3;1;3;1;3;3;3;1;3;3;3;3;3;3;4;4;4
LOG031;33494,44644;14;11;0;2021-février;2021-février;11;Île-de-France;75;Paris;2;3;1;7;0;2;1;1;8;NA;NA;2;7;2014;2;2;1;2;2;2;2;;2;NA;;3;NA;;2;4;;2;1;;3;NA;;3;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;7;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;9;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;2;0;1;1;0;0;0;Sans Objet;2;2;52;4;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;250;27,5;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;1;3;4;4
LOG032;30564,14201;14;11;0;2021-décembre;2021-décembre;11;Île-de-France;75;Paris;2;6;2;8;5;2;1;2;3;NA;NA;2;5;1994;NA;NA;NA;NA;NA;NA;1;;1;6;Boucherie et café tabac;3;NA;;3;NA;;2;1;;3;NA;;3;1;2;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;9;;1;3;1;1;2;3;3;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;2;0;2;2;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;1;1;1;1;1;1;0;0;2;couloir, placard;1;2;90;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;1;2;2;2;Sans Objet;15,1;266,9;31;265;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG033;38073,12882;110;32;0;2021-octobre;2021-octobre;32;Hauts-de-France;60;Oise;1;4;6;1;0;2;3;1;10;1;2001;2;12;2001;1;2;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;2;5;;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;1;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;;3;1;3;NA;3;NA;1;7;Panneau solaire;1;3;1;2;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;1;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;1;2;1;0;0;2;garage et entrée;2;1;110;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14,16;301;75,05;243;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;1;4;4;4
LOG034;22547,98631;110;32;0;2021-juin;2021-juillet;32;Hauts-de-France;60;Oise;1;10;9;3;0;2;2;1;2;NA;NA;2;4;2007;2;1;2;2;1;2;2;;2;NA;;1;1;;1;1;;1;1;;3;NA;;3;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;1;2;2;;2;3;3;NA;2;NA;1;3;;1;3;1;2;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;6;2;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;2;6;2;3;2;0;0;1;cave;1;2;600;6;Sans Objet;2;3;Sans Objet;1;1;1;2;2;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;22,7;307;40,5;347;3;1;3;1;3;3;3;3;3;3;3;4;3;1;4;4;4
LOG035;59167,67196;108;32;0;2021-août;2021-août;32;Hauts-de-France;60;Oise;1;6;4;2;0;2;2;1;3;NA;NA;2;2;2015;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;7;;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;1;Pompe à chaleur;3;3;3;NA;2;NA;1;6;;1;3;1;1;2;1;3;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;3;1;1;1;1;0;1;escalier palier;1;1;220;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13,8;292;34,3;256;3;1;4;1;1;3;3;1;1;3;3;4;3;3;3;3;3
LOG036;16103,68352;116;32;0;2020-novembre;2020-décembre;32;Hauts-de-France;62;Pas-de-Calais;1;6;5;1;0;2;3;1;12;1;2018;2;4;2018;2;2;2;1;2;2;2;;2;NA;;2;5;Activité agricole;1;3;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;10;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;1;2;2;2;2;;3;3;3;NA;2;NA;1;7;Pompe à chaleur;1;3;1;2;3;1;1;1;1;2;2;1;2;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;1;2;2;2;2;2;;2;Sans Objet;0;1;4;1;2;2;1;0;1;garage;2;1;165;5;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;1;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;244;40;242;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;1;3;3;3;4;3;4
LOG037;152546,6886;115;32;0;2021-avril;2021-mai;32;Hauts-de-France;62;Pas-de-Calais;2;3;3;3;1;2;2;2;6;NA;NA;2;5;2019;2;2;1;2;2;2;2;;1;6;Banque;2;5;Pollution;3;NA;;1;7;Oiseaux;3;NA;;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;;3;2;2;2;3;NA;1;6;;1;3;2;NA;2;3;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;1;0;1;1;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;0;1;1;1;1;1;0;0;2;cellier et couloir;2;1;137;3;Sans Objet;Sans Objet;4;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;265;60;265;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG038;15333,49551;118;32;0;2021-juin;2021-juin;32;Hauts-de-France;80;Somme;1;11;12;4;0;2;2;1;1;NA;NA;2;3;1999;2;1;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;3;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;1;6;;1;3;1;1;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;5;2;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;2;6;2;3;2;1;0;2;entrée et cave;1;2;245;6;Sans Objet;2;3;Sans Objet;1;1;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;17,17;328;23,17;335;3;1;4;1;1;3;1;1;3;3;3;4;3;1;4;3;4
LOG039;82057,85813;111;32;0;2021-août;2021-août;32;Hauts-de-France;60;Oise;1;2;8;1;0;2;2;1;10;1;2002;2;8;2018;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;3;3;NA;1;NA;1;3;;1;3;2;NA;2;1;3;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;1;3;1;1;2;2;0;0;2;0;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;2;1;2;Forêt;2;Sans Objet;0;1;4;0;2;1;0;0;3;entree,escalier,sous-sol;2;3;120;7;Sans Objet;1;3;Sans Objet;2;Sans Objet;1;1;1;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11,17;247;38,8;248;NA;NA;Sans Objet;Sans Objet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LOG040;66177,9313;106;32;0;2021-septembre;2021-septembre;32;Hauts-de-France;59;Nord;1;4;6;2;0;2;2;1;2;NA;NA;2;NA;1972;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;1;1;;3;NA;;3;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;;2;10;;2;2;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;Splits;3;3;3;NA;2;NA;1;6;;1;3;1;1;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;1;1;0;0;1;cave;2;2;100;8;Sans Objet;Sans Objet;5;Sans Objet;1;1;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10,39;245;30,62;252;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;4;4;4
LOG041;105199,3386;105;32;0;2021-février;2021-février;32;Hauts-de-France;59;Nord;1;6;6;3;0;2;2;1;7;NA;NA;2;7;1983;2;1;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;3;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;2;1;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;1;4;2;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;3;2;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;1;2;2;2;1;2;Champignonnière;2;Sans Objet;1;1;4;0;1;2;0;1;1;garage;1;2;100;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;239;24;250;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;4;3;1;4;3;4
LOG042;20403,08418;98;32;0;2020-décembre;2020-décembre;84;Auvergne-Rhône-Alpes;26;Drôme;1;5;5;2;0;2;3;1;3;NA;NA;2;9;2011;2;1;2;2;2;2;2;;2;NA;;3;NA;;1;1;;1;1;;1;1;;3;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;2;3;2;1;2;NA;1;3;;1;3;1;1;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;0;1;4;0;2;1;0;0;4;cave, escalier x2, entrée;2;2;150;6;Sans Objet;1;5;Sans Objet;1;1;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;305;40;320;3;1;4;1;3;1;1;3;3;3;3;3;1;1;4;4;4
