CODELIEU;IDN_PIECE;Q11;SQ21;Q21;Q22;Q23;Q24;Q25;Q26;Q27;Q28;SQ31;Q31;Q32;Q33;Q34;Q35;Q36;Q37;SQ41;Q41;Q42;Q51;Q52;Q53;Q54;Q55;Q56;Q57;Q58;Q61;Q61a;Q62;Q62a;Q62b;Q63;SQ6b;Q64;Q65;Q66;Q67;Q68;Q69;Q610;Q7A1;Q7A2;Q7A3;Q7A4;Q7A5;Q7A6;Q7A7;Q7B1;Q7B2;Q7B3;Q7B4;Q7B5;Q7B6;Q7B7;Q7C1;Q7C2;Q7C3;Q7C4;Q7C5;Q7C6;Q7C7;Q7D1;Q7D2;Q7D3;Q7D4;Q7D5;Q7D6;Q7D7;SQ81;Q81;Q82;Q83;Q84;Q91;Q101;Q111;Q121;Q131;Q132;Q141;Q142
02-M083;50;1;1;2;8;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;3;3;sans objet;sans objet;sans objet;3;8;sans objet;7;sans objet;sans objet;5;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;4;3;1;4;NA;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;2;2;0;2;2;3;1
02-M084;11;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;1;2;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;0;2;2;1;2
02-M084;12;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;1;2;1;3;sans objet;sans objet;sans objet;3;1;8;1;7;sans objet;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;2;1;0;2;2;1;2
02-M084;13;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;1;2;1;3;sans objet;sans objet;sans objet;3;1;8;1;7;sans objet;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;2;1;0;2;2;1;2
02-M084;17;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;3;6;3;3;3;2;NA;2;sans objet;sans objet;3;3;1;1;2;1;3;2;3;8;5;3;6;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;4;1;1;1;2;1;0;2;2;1;1
02-M084;18;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;5;sans objet;2;3;sans objet;sans objet;sans objet;3;3;8;3;7;sans objet;5;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;3;1;1;1;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;4;2;2;3;2;2;0;2;2;2;1
02-M084;20;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;2;1;2;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;0;2;2;1;2
02-M084;29;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;1;1;1;1;2;1;1;3;3;8;5;3;7;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;2;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;1;2;0;2;2;1;2
02-M084;32;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;1;2;1;1;3;3;8;1;7;sans objet;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;2;0;2;2;1;1
02-M084;38;4;1;3;1;1;1;sans objet;3;2;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;3;3;sans objet;sans objet;sans objet;3;8;sans objet;7;sans objet;sans objet;5;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;4;2;2;3;2;2;0;2;2;2;1
02-M084;50;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;3;3;sans objet;sans objet;sans objet;3;8;sans objet;7;sans objet;sans objet;5;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;4;2;4;1;5;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;2;2;0;2;2;3;1
02-M084;75;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;NA;3;sans objet;sans objet;sans objet;3;8;sans objet;7;sans objet;sans objet;5;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;1;3;1;1;1;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;2;2;0;2;2;2;1
02-M085;11;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;4;8;5;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;2;1;0;2;2;3;2
02-M085;12;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;2;1;3;2;2;3;2
02-M085;13;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;2;1;0;2;2;3;2
02-M085;17;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;2;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;3;1;6;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;4;1;2;1;2;2;0;2;2;3;1
02-M085;20;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;5;6;3;3;3;2;2;2;sans objet;sans objet;3;1;1;3;sans objet;sans objet;sans objet;3;3;4;2;5;7;2;1;2;1;1;2;1;3;2;4;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;3;2;2;3;1
02-M085;26;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;1;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;4;2;2;2;2;1;0;2;2;3;1
02-M085;29;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;3;5;7;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;2;0;2;2;3;2
02-M085;30;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;NA;3;sans objet;sans objet;sans objet;3;3;8;3;6;6;5;1;2;1;1;2;2;sans objet;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;1;2;0;2;2;3;2
02-M085;32;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;5;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;2;0;2;2;3;1
02-M086;11;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;1;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;0;2;2;3;2
02-M086;12;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;1;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;0;2;2;3;2
02-M086;13;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;2;8;1;7;sans objet;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;1;0;2;2;3;2
02-M086;17;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;4;8;1;1;3;3;sans objet;sans objet;sans objet;3;3;8;7;sans objet;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;1;2;1;1;2;2;3;2;2;1;2;1;1;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;4;2;1;3;1;1;5;2;1;3;1
02-M086;20;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;5;6;2;3;2;1;1;2;sans objet;sans objet;1;1;3;3;sans objet;sans objet;sans objet;3;3;8;6;3;4;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;2;2;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;NA;4;1;2;1;1;1;3;2;1;3;1
02-M086;23;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;4;8;1;1;3;3;sans objet;sans objet;sans objet;3;1;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;1;1;2;1;1;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;1;1;0;2;2;3;2
02-M086;29;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;3;2;1;3;sans objet;sans objet;sans objet;3;3;8;3;1;7;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;1;1;0;2;2;3;2
02-M086;32;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;3;1;1;1;1;1;1;3;3;8;3;1;7;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;1;2;0;2;2;3;2
02-M086;74;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;1;1;1;3;sans objet;sans objet;sans objet;3;3;8;6;7;sans objet;4;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;4;2;2;2;3;2;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;2;1;3;2;2;3;2
02-M088;11;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;2;2;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;2;1;0;2;2;3;2
02-M088;12;2;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;2;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;2;2;0;2;2;3;2
02-M088;13;2;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;2;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;2;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;2;2;0;2;2;3;2
02-M088;14;2;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;2;3;sans objet;sans objet;sans objet;3;4;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;2;1;2;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;3;2;2;0;2;2;3;2
02-M088;17;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;3;6;1;3;3;1;3;1;3;6;1;1;2;3;sans objet;sans objet;sans objet;3;3;8;3;5;1;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;1;2;3;2;1;1;2;2;2;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;2;4;1;1;3;1;2;0;2;2;3;1
02-M088;20;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;5;6;3;3;3;2;NA;2;sans objet;sans objet;5;sans objet;3;3;sans objet;sans objet;sans objet;3;3;8;1;5;7;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;2;2;2;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;1;1;2;3;2;2;3;2
02-M088;26;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;3;sans objet;sans objet;sans objet;3;3;8;1;3;7;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;3;2;2;2;2;2;0;2;2;3;1
02-M088;29;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;2;2;1;1;3;3;8;3;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;1;1;1;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;1;1;0;2;2;3;2
02-M088;30;2;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;2;2;1;1;3;3;8;3;5;7;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;2;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;2;2;2;0;2;2;3;2
02-M088;32;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;2;2;1;1;3;3;8;3;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;3;2;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;1;0;2;2;3;1
02-M088;33;2;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;2;2;1;1;3;3;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;1;1;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;2;0;2;2;3;1
02-M088;34;1;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;5;sans objet;1;2;2;1;1;3;3;8;1;7;sans objet;3;2;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;1;1;1;1;1;1;2;0;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;sans objet;2;sans objet;sans objet;sans objet;sans objet;4;2;2;0;2;2;3;2
